usedcarskuid,loc,myear,body,transmission,fuel,km,ip,images,imgcount,threesixty,dvn,oem,model,variant,city,listed_price,discountvalue,utype,cartype,top_features,comfort_features,interior_features,exterior_features,safety_features,color,engine type,no of cylinder,valves per cylinder,valve configuration,turbo charger,super charger,length,width,height,wheel base,front tread,rear tread,kerb weight,gross weight,gear box,drive type,seats,steering type,turning radius,front brake type,rear brake type,top speed,acceleration,tyre type,doors,cargo volume,model_type_new,state,exterior_color,owner_type,fuel suppy system,compression ratio,alloy wheel size,max power delivered,max power at,max torque delivered,max torque at,bore,car_age,km_per_year,log_price,oem_target_enc,model_target_enc,city_target_enc,oem_freq_enc,model_freq_enc,city_freq_enc,brand_age,km_per_year_age,power_weight_ratio,predicted_price,residual,rule_violations,num_violations
61f6cb30-af85-4c68-847c-515208ba7a92,thane west,2014,sedan,automatic,diesel,102000.0,0,[{'img': 'https://images10.gaadi.com/usedcar_image/original/used_car_2724361_1678731048.jpg?imwidth=640'}],17,False,mercedes-benz c-class c 220 cdi be avantgare,mercedes-benz,mercedes-benz c-class,c 220 cdi be avantgare,thane,1795000.0,0,dealer,partner,"['power steering', 'power windows front', 'air conditioner', 'heater', 'adjustable head lights', 'fog lights front', 'anti lock braking system', 'brake assist', 'cd player']","['power steering', 'power windows front', 'power windows rear', 'air quality control', 'remote trunk opener', 'remote fuel lid opener', 'low fuel warning light', 'accessory power outlet', 'trunk light', 'vanity mirror', 'rear reading lamp', 'rear seat headrest', 'rear seat centre arm rest', 'height adjustable front seat belts', 'cup holders front', 'cup holders rear', 'seat lumbar support', 'multifunction steering wheel', 'cruise control', 'rear acvents']","['air conditioner', 'heater', 'adjustable steering', 'digital odometer', 'tachometer', 'electronic multi tripmeter', 'leather seats', 'leather steering wheel', 'glove compartment', 'digital clock', 'outside temperature display', 'cigarette lighter']","['adjustable head lights', 'fog lights front', 'fog lights rear', 'power adjustable exterior rear view mirror', 'electric folding rear view mirror', 'rain sensing wiper', 'rear window wiper', 'rear window washer', 'rear window defogger', 'alloy wheels', 'integrated antenna', 'tinted glass', 'sun roof', 'moon roof', 'outside rear view mirror turn indicators', 'chrome grille', 'chrome garnish', 'smoke headlamps', 'roof rail']","['anti lock braking system', 'brake assist', 'centeral locking', 'power door locks', 'child safety locks', 'anti theft alarm', 'driver air bag', 'passenger air bag', 'side air bag front', 'side air bag rear', 'day night rear view mirror', 'passenger side rear view mirror', 'halogen headlamps', 'rear seat belts', 'seat belt warning', 'door ajar warning', 'side impact beams', 'front impact beams', 'vehicle stability control system', 'adjustable seats', 'keyless entry', 'engine immobilizer', 'engine check warning', 'tyre pressure monitor', 'crash sensor']",white,in-line engine,4.0,4.0,,True,True,4591.0,1770.0,1447.0,2760.0,1549.0,1552.0,1610.0,2115.0,7 speed,rwd,5.0,power,5.42,ventilated disc,disc,228.0,8.5,tubeless radial,4.0,475.0,used,maharashtra,white,second,Direct Injection,16.2,16.0,167.62,3000.0,400.0,2100.0,73.0,11,9272.718842982871,14.400516137007424,14.566813908377869,14.251282679762124,13.206596988071912,924,247,378,160.23495299215656,101999.9072728116,0.104111801242236,1360251.3398465477,434748.6601534528,['high_price_high_km'],1
8aa9a638-d006-442e-967a-939d3c54dabd,bangalore city,2012,sedan,automatic,diesel,102615.0,0,[{'img': 'https://images10.gaadi.com/usedcar_image/original/zz1_crop_img_6409682c7967d_1678338092.jpg?imwidth=640'}],20,False,mercedes-benz e-class e250 cdi avantgarde,mercedes-benz,mercedes-benz e-class,e250 cdi avantgarde,bangalore,1495707.0,0,dealer,partner,"['power steering', 'power windows front', 'air conditioner', 'heater', 'adjustable head lights', 'fog lights front', 'anti lock braking system', 'brake assist', 'cd player']","['power steering', 'power windows front', 'power windows rear', 'remote trunk opener', 'remote fuel lid opener', 'low fuel warning light', 'accessory power outlet', 'trunk light', 'vanity mirror', 'rear reading lamp', 'rear seat headrest', 'rear seat centre arm rest', 'height adjustable front seat belts', 'cup holders front', 'cup holders rear', 'seat lumbar support', 'multifunction steering wheel', 'cruise control', 'rear acvents']","['air conditioner', 'heater', 'adjustable steering', 'digital odometer', 'tachometer', 'electronic multi tripmeter', 'fabric upholstery', 'leather steering wheel', 'glove compartment', 'digital clock', 'outside temperature display', 'cigarette lighter']","['adjustable head lights', 'fog lights front', 'power adjustable exterior rear view mirror', 'electric folding rear view mirror', 'rear window washer', 'rear window defogger', 'alloy wheels', 'integrated antenna', 'tinted glass', 'sun roof', 'moon roof', 'outside rear view mirror turn indicators']","['anti lock braking system', 'brake assist', 'centeral locking', 'power door locks', 'child safety locks', 'anti theft alarm', 'driver air bag', 'passenger air bag', 'side air bag front', 'side air bag rear', 'day night rear view mirror', 'passenger side rear view mirror', 'xenon headlamps', 'rear seat belts', 'seat belt warning', 'door ajar warning', 'side impact beams', 'front impact beams', 'vehicle stability control system', 'adjustable seats', 'keyless entry', 'centrally mounted fuel tank', 'engine immobilizer', 'engine check warning', 'tyre pressure monitor', 'crash sensor']",iridium silver metallic,4-in-line,4.0,4.0,,True,True,4868.0,1854.0,1471.0,2874.0,1585.0,1604.0,1800.0,1595.0,5 speed,rwd,5.0,power,5.6,ventilated disc,ventilated disc,242.0,7.5,tubeless radial,4.0,540.0,used,karnataka,iridium silver metallic,third,,16.2,17.0,203.0,4200.0,500.0,1700.0,73.0,13,7893.455466572718,14.21811023129929,14.566813908377869,14.398560886525816,13.375784367637182,924,206,4881,189.3685808089123,102614.92106544532,0.1127777777777777,1189050.3410114087,306656.6589885913,['high_price_high_km'],1
2920963d-9190-4b24-9e8e-779ffb073972,new delhi g.p.o.,2016,sedan,automatic,diesel,119842.0,0,[{'img': 'https://images10.gaadi.com/usedcar_image/original/spyne_vcc_car_replace_bg_6e95018d-d9d4-44c5-9c6d-46741625fbbb_1702194_116_1677398646.jpg?imwidth=640'}],20,True,mercedes-benz c-class c 220 cdi avantgarde,mercedes-benz,mercedes-benz c-class,c 220 cdi avantgarde,new delhi,2600000.0,0,dealer,partner,"['power steering', 'power windows front', 'air conditioner', 'heater', 'adjustable head lights', 'fog lights front', 'anti lock braking system', 'brake assist', 'cd player']","['power steering', 'power windows front', 'power windows rear', 'air quality control', 'remote trunk opener', 'remote fuel lid opener', 'low fuel warning light', 'accessory power outlet', 'trunk light', 'vanity mirror', 'rear reading lamp', 'rear seat headrest', 'rear seat centre arm rest', 'cup holders front', 'cup holders rear', 'seat lumbar support', 'multifunction steering wheel', 'cruise control', 'rear acvents', 'navigation system', 'engine start stop button', 'voice control', 'steering wheel gearshift paddles']","['air conditioner', 'heater', 'adjustable steering', 'digital odometer', 'tachometer', 'electronic multi tripmeter', 'leather seats', 'leather steering wheel', 'glove compartment', 'outside temperature display', 'cigarette lighter', 'driving experience control eco', 'height adjustable driver seat']","['adjustable head lights', 'fog lights front', 'fog lights rear', 'power adjustable exterior rear view mirror', 'electric folding rear view mirror', 'rain sensing wiper', 'rear window defogger', 'alloy wheels', 'integrated antenna', 'tinted glass', 'sun roof', 'moon roof', 'outside rear view mirror turn indicators', 'chrome grille', 'chrome garnish', 'smoke headlamps']","['anti lock braking system', 'brake assist', 'centeral locking', 'power door locks', 'child safety locks', 'driver air bag', 'passenger air bag', 'side air bag front', 'day night rear view mirror', 'passenger side rear view mirror', 'xenon headlamps', 'rear seat belts', 'seat belt warning', 'door ajar warning', 'side impact beams', 'front impact beams', 'vehicle stability control system', 'adjustable seats', 'keyless entry', 'centrally mounted fuel tank', 'engine immobilizer', 'tyre pressure monitor', 'crash sensor', 'automatic head lamps', 'ebd', 'rear camera', 'anti theft device']",white,in-line engine,4.0,4.0,dohc,True,True,4686.0,2020.0,1442.0,2840.0,1588.0,1570.0,1655.0,2135.0,7 speed,rwd,5.0,power,5.61,disc,disc,233.0,7.4,tubeless radial,4.0,480.0,used,delhi,white,first,Common Rail Injection,,17.0,170.0,3000.0,400.0,2100.0,73.0,9,13315.762982485576,14.77102238760702,14.566813908377869,14.251282679762124,13.327129113968487,924,247,4969,131.10132517540083,119841.8668423702,0.1027190332326284,2047765.634172584,552234.3658274147,['high_price_high_km'],1
59754213-dfd9-4b65-ae94-d96ff192d037,hyderabad,2015,suv,automatic,diesel,118523.0,0,[{'img': 'https://images10.gaadi.com/usedcar_image/original/spyne_vcc_car_replace_bg_13b8a7fc-e838-4b95-8aac-5cb02fcf830a_1700167_116_1677066076.jpg?imwidth=640'}],20,True,mercedes-benz m-class ml 350 cdi,mercedes-benz,mercedes-benz m-class,ml 350 cdi,hyderabad,2000000.0,0,dealer,partner,"['power steering', 'power windows front', 'air conditioner', 'heater', 'adjustable head lights', 'fog lights front', 'anti lock braking system', 'brake assist', 'cd player']","['power steering', 'power windows front', 'power windows rear', 'air quality control', 'remote trunk opener', 'remote fuel lid opener', 'low fuel warning light', 'accessory power outlet', 'trunk light', 'vanity mirror', 'rear reading lamp', 'rear seat headrest', 'rear seat centre arm rest', 'cup holders front', 'cup holders rear', 'seat lumbar support', 'multifunction steering wheel', 'cruise control', 'rear acvents', 'navigation system', 'smart access card entry', 'engine start stop button', 'glove box cooling', 'voice control', 'steering wheel gearshift paddles']","['air conditioner', 'heater', 'adjustable steering', 'digital odometer', 'tachometer', 'electronic multi tripmeter', 'leather seats', 'leather steering wheel', 'glove compartment', 'digital clock', 'outside temperature display', 'cigarette lighter', 'driving experience control eco', 'height adjustable driver seat']","['adjustable head lights', 'fog lights front', 'fog lights rear', 'power adjustable exterior rear view mirror', 'electric folding rear view mirror', 'rain sensing wiper', 'rear window wiper', 'rear window defogger', 'alloy wheels', 'power antenna', 'tinted glass', 'rear spoiler', 'sun roof', 'outside rear view mirror turn indicators', 'chrome grille', 'chrome garnish', 'smoke headlamps', 'roof rail']","['anti lock braking system', 'brake assist', 'centeral locking', 'power door locks', 'child safety locks', 'anti theft alarm', 'driver air bag', 'passenger air bag', 'side air bag front', 'day night rear view mirror', 'passenger side rear view mirror', 'xenon headlamps', 'rear seat belts', 'seat belt warning', 'door ajar warning', 'side impact beams', 'front impact beams', 'vehicle stability control system', 'traction control', 'adjustable seats', 'keyless entry', 'centrally mounted fuel tank', 'engine immobilizer', 'tyre pressure monitor', 'crash sensor', 'automatic head lamps', 'ebd', 'rear camera', 'anti theft device']",polar white,v-type diesel engine,6.0,4.0,dohc,True,True,4817.0,2141.0,1762.0,2915.0,1648.0,1663.0,2175.0,2950.0,7 speed,awd,5.0,power,5.9,disc,disc,224.0,7.4,tubeless radial,5.0,690.0,used,telangana,polar white,second,Common Rail Injection,,19.0,254.8,3600.0,619.0,2000.0,92.9,10,11852.288147711854,14.508658238524095,14.566813908377869,14.345248966492369,13.314639926660108,924,51,1298,145.6681390837787,118522.88147711851,0.1171494252873563,2364015.63002768,364015.63002767856,['high_price_high_km'],1
fa5e115f-d000-4cc0-95c0-92d26259b020,new delhi g.p.o.,2015,suv,automatic,diesel,112297.0,0,[{'img': 'https://images10.gaadi.com/usedcar_image/original/vcc_1694483_94_1676290968.jpg?imwidth=640'}],23,False,mercedes-benz gle 250d,mercedes-benz,mercedes-benz gle,250d,new delhi,3800000.0,0,dealer,partner,"['power steering', 'power windows front', 'air conditioner', 'heater', 'adjustable head lights', 'power adjustable exterior rear view mirror', 'anti lock braking system', 'brake assist', 'cd player']","['power steering', 'power windows front', 'power windows rear', 'air quality control', 'remote trunk opener', 'remote fuel lid opener', 'low fuel warning light', 'accessory power outlet', 'trunk light', 'vanity mirror', 'rear reading lamp', 'rear seat headrest', 'rear seat centre arm rest', 'height adjustable front seat belts', 'cup holders front', 'cup holders rear', 'seat lumbar support', 'multifunction steering wheel', 'cruise control', 'rear acvents', 'navigation system', 'smart access card entry', 'engine start stop button', 'glove box cooling', 'voice control', 'steering wheel gearshift paddles', 'tailgate ajar', 'gear shift indicator', 'lane change indicator', 'drive modes']","['air conditioner', 'heater', 'adjustable steering', 'digital odometer', 'tachometer', 'electronic multi tripmeter', 'leather seats', 'leather steering wheel', 'glove compartment', 'digital clock', 'outside temperature display', 'cigarette lighter', 'rear folding table', 'driving experience control eco', 'height adjustable driver seat', 'dual tone dashboard']","['adjustable head lights', 'power adjustable exterior rear view mirror', 'electric folding rear view mirror', 'rain sensing wiper', 'rear window wiper', 'rear window defogger', 'alloy wheels', 'integrated antenna', 'tinted glass', 'rear spoiler', 'sun roof', 'moon roof', 'side stepper', 'outside rear view mirror turn indicators', 'chrome grille', 'chrome garnish', 'smoke headlamps', 'automatic driving lights', 'roof rail']","['anti lock braking system', 'brake assist', 'centeral locking', 'power door locks', 'child safety locks', 'driver air bag', 'passenger air bag', 'side air bag front', 'side air bag rear', 'passenger side rear view mirror', 'xenon headlamps', 'rear seat belts', 'seat belt warning', 'door ajar warning', 'side impact beams', 'front impact beams', 'vehicle stability control system', 'traction control', 'adjustable seats', 'keyless entry', 'centrally mounted fuel tank', 'engine immobilizer', 'engine check warning', 'tyre pressure monitor', 'crash sensor', 'automatic head lamps', 'ebd', 'rear camera', 'anti theft device', 'hill descent control', 'hill assist', 'no of airbags']",white,in line engine,4.0,4.0,dohc,True,True,4819.0,2141.0,1796.0,2915.0,1648.0,1663.0,2150.0,2950.0,9 speed,awd,5.0,power,5.9,ventilated disc,ventilated disc,212.0,8.6,tubeless radial,5.0,690.0,used,delhi,white,first,Common Rail Injection,16.2,19.0,201.15,3800.0,500.0,1700.0,83.0,10,11229.68877031123,15.150511887854474,14.566813908377869,15.07378352719294,13.327129113968487,924,46,4969,145.6681390837787,112296.8877031123,0.0935581395348837,2834956.279473082,965043.7205269174,['high_price_high_km'],1
68c9a4dc-b4b1-4d9a-95ef-c84eaed21738,new delhi g.p.o.,2016,suv,automatic,diesel,120036.0,0,[{'img': 'https://images10.gaadi.com/usedcar_image/original/vcc_car_replace_bg_6387236e-1444-49a5-aff7-b401c6edf8a0_1693417_94_1676112670.jpg?imwidth=640'}],20,True,mercedes-benz glc 220d 4matic style,mercedes-benz,mercedes-benz glc,220d 4matic style,new delhi,3300000.0,0,dealer,partner,"['power steering', 'power windows front', 'air conditioner', 'heater', 'adjustable head lights', 'fog lights front', 'anti lock braking system', 'brake assist', 'cd player']","['power steering', 'power windows front', 'power windows rear', 'air quality control', 'remote trunk opener', 'remote fuel lid opener', 'low fuel warning light', 'accessory power outlet', 'trunk light', 'vanity mirror', 'rear reading lamp', 'rear seat headrest', 'rear seat centre arm rest', 'height adjustable front seat belts', 'cup holders front', 'cup holders rear', 'seat lumbar support', 'multifunction steering wheel', 'cruise control', 'rear acvents', 'navigation system', 'smart access card entry', 'engine start stop button', 'glove box cooling', 'voice control', 'steering wheel gearshift paddles', 'tailgate ajar', 'gear shift indicator', 'lane change indicator', 'drive modes']","['air conditioner', 'heater', 'adjustable steering', 'digital odometer', 'tachometer', 'electronic multi tripmeter', 'leather seats', 'glove compartment', 'digital clock', 'outside temperature display', 'cigarette lighter', 'driving experience control eco', 'height adjustable driver seat', 'dual tone dashboard']","['adjustable head lights', 'fog lights front', 'fog lights rear', 'power adjustable exterior rear view mirror', 'electric folding rear view mirror', 'rain sensing wiper', 'rear window wiper', 'rear window washer', 'rear window defogger', 'alloy wheels', 'integrated antenna', 'tinted glass', 'rear spoiler', 'side stepper', 'outside rear view mirror turn indicators', 'chrome grille', 'chrome garnish', 'smoke headlamps', 'automatic driving lights', 'roof rail']","['anti lock braking system', 'brake assist', 'centeral locking', 'power door locks', 'child safety locks', 'anti theft alarm', 'driver air bag', 'passenger air bag', 'side air bag front', 'side air bag rear', 'passenger side rear view mirror', 'xenon headlamps', 'rear seat belts', 'seat belt warning', 'door ajar warning', 'side impact beams', 'front impact beams', 'vehicle stability control system', 'traction control', 'adjustable seats', 'keyless entry', 'centrally mounted fuel tank', 'engine immobilizer', 'engine check warning', 'tyre pressure monitor', 'crash sensor', 'automatic head lamps', 'ebd', 'follow me home headlamps', 'rear camera', 'anti theft device', 'knee airbags']",cavansite blue,diesel engine,4.0,4.0,dohc,True,True,4656.0,1890.0,1639.0,2873.0,1621.0,1617.0,1954.0,2505.0,9 speed,awd,5.0,power,5.1,disc,drum,210.0,8.3,tubeless radial,5.0,550.0,used,delhi,cavansite blue,first,Common Rail Injection,,18.0,170.0,3000.0,400.0,2100.0,73.0,9,13337.31851409054,15.009433329466964,14.566813908377869,15.064023821527831,13.327129113968487,924,55,4969,131.10132517540083,120035.86662681488,0.0870010235414534,2845430.343279592,454569.6567204064,['high_price_high_km'],1
24d846e6-1fec-434f-8e68-7b5949c229d0,pune city,2018,suv,automatic,diesel,119980.0,0,[{'img': 'https://images10.gaadi.com/usedcar_image/original/vcc_car_replace_bg_f92a9896-435e-4fdd-8bc9-29a796538198_1685318_116_1675070490.jpg?imwidth=640'}],22,True,mercedes-benz gle 250d,mercedes-benz,mercedes-benz gle,250d,pune,4871999.999999935,0,dealer,partner,"['power steering', 'power windows front', 'air conditioner', 'heater', 'adjustable head lights', 'power adjustable exterior rear view mirror', 'anti lock braking system', 'brake assist', 'cd player']","['power steering', 'power windows front', 'power windows rear', 'air quality control', 'remote trunk opener', 'remote fuel lid opener', 'low fuel warning light', 'accessory power outlet', 'trunk light', 'vanity mirror', 'rear reading lamp', 'rear seat headrest', 'rear seat centre arm rest', 'height adjustable front seat belts', 'cup holders front', 'cup holders rear', 'seat lumbar support', 'multifunction steering wheel', 'cruise control', 'rear acvents', 'navigation system', 'smart access card entry', 'engine start stop button', 'glove box cooling', 'voice control', 'steering wheel gearshift paddles', 'tailgate ajar', 'gear shift indicator', 'lane change indicator', 'drive modes']","['air conditioner', 'heater', 'adjustable steering', 'digital odometer', 'tachometer', 'electronic multi tripmeter', 'leather seats', 'leather steering wheel', 'glove compartment', 'digital clock', 'outside temperature display', 'cigarette lighter', 'rear folding table', 'driving experience control eco', 'height adjustable driver seat', 'dual tone dashboard']","['adjustable head lights', 'power adjustable exterior rear view mirror', 'electric folding rear view mirror', 'rain sensing wiper', 'rear window wiper', 'rear window defogger', 'alloy wheels', 'integrated antenna', 'tinted glass', 'rear spoiler', 'sun roof', 'moon roof', 'side stepper', 'outside rear view mirror turn indicators', 'chrome grille', 'chrome garnish', 'smoke headlamps', 'automatic driving lights', 'roof rail']","['anti lock braking system', 'brake assist', 'centeral locking', 'power door locks', 'child safety locks', 'driver air bag', 'passenger air bag', 'side air bag front', 'side air bag rear', 'passenger side rear view mirror', 'xenon headlamps', 'rear seat belts', 'seat belt warning', 'door ajar warning', 'side impact beams', 'front impact beams', 'vehicle stability control system', 'traction control', 'adjustable seats', 'keyless entry', 'centrally mounted fuel tank', 'engine immobilizer', 'engine check warning', 'tyre pressure monitor', 'crash sensor', 'automatic head lamps', 'ebd', 'rear camera', 'anti theft device', 'hill descent control', 'hill assist', 'no of airbags']",polar white,in line engine,4.0,4.0,dohc,True,True,4819.0,2141.0,1796.0,2915.0,1648.0,1663.0,2150.0,2950.0,9 speed,awd,5.0,power,5.9,ventilated disc,ventilated disc,212.0,8.6,tubeless radial,5.0,690.0,used,maharashtra,polar white,first,Common Rail Injection,16.2,19.0,201.15,3800.0,500.0,1700.0,83.0,7,17139.975514320693,15.399015293626352,14.566813908377869,15.07378352719294,13.088104300808029,924,46,4821,101.96769735864508,119979.82860024486,0.0935581395348837,4248454.317961487,623545.6820384515,['high_price_high_km'],1
2c31438f-60d4-4007-8ba0-8e91fc425b50,kirti nagar,2018,suv,automatic,diesel,191782.87999999968,0,[{'img': 'https://images10.gaadi.com/usedcar_image/original/used_car_2659490_1673264629.jpg?imwidth=640'}],13,False,mercedes-benz gls 350d 4matic,mercedes-benz,mercedes-benz gls,350d 4matic,new delhi,4871999.999999935,0,dealer,partner,"['power steering', 'power windows front', 'air conditioner', 'heater', 'adjustable head lights', 'fog lights front', 'anti lock braking system', 'brake assist', 'cd player']","['power steering', 'power windows front', 'power windows rear', 'air quality control', 'remote trunk opener', 'remote fuel lid opener', 'low fuel warning light', 'accessory power outlet', 'trunk light', 'vanity mirror', 'rear reading lamp', 'rear seat headrest', 'rear seat centre arm rest', 'height adjustable front seat belts', 'cup holders front', 'cup holders rear', 'seat lumbar support', 'multifunction steering wheel', 'cruise control', 'rear acvents', 'navigation system', 'smart access card entry', 'engine start stop button', 'glove box cooling', 'voice control', 'steering wheel gearshift paddles', 'lane change indicator', 'drive modes']","['air conditioner', 'heater', 'adjustable steering', 'digital odometer', 'tachometer', 'electronic multi tripmeter', 'leather seats', 'leather steering wheel', 'glove compartment', 'digital clock', 'outside temperature display', 'cigarette lighter', 'rear folding table', 'driving experience control eco', 'height adjustable driver seat']","['adjustable head lights', 'fog lights front', 'fog lights rear', 'power adjustable exterior rear view mirror', 'electric folding rear view mirror', 'rain sensing wiper', 'rear window wiper', 'rear window washer', 'rear window defogger', 'alloy wheels', 'integrated antenna', 'tinted glass', 'rear spoiler', 'sun roof', 'moon roof', 'side stepper', 'outside rear view mirror turn indicators', 'chrome grille', 'chrome garnish', 'smoke headlamps', 'roof rail']","['anti lock braking system', 'brake assist', 'centeral locking', 'power door locks', 'child safety locks', 'driver air bag', 'passenger air bag', 'side air bag front', 'side air bag rear', 'passenger side rear view mirror', 'xenon headlamps', 'rear seat belts', 'seat belt warning', 'door ajar warning', 'side impact beams', 'front impact beams', 'vehicle stability control system', 'traction control', 'adjustable seats', 'keyless entry', 'centrally mounted fuel tank', 'engine immobilizer', 'engine check warning', 'crash sensor', 'automatic head lamps', 'ebd', 'rear camera', 'anti theft device', 'view360camera']",blue,v-type engine,6.0,4.0,,True,True,5130.0,2141.0,1850.0,3075.0,1655.0,1675.0,2455.0,3250.0,9 speed,awd,7.0,power,12.4,ventilated disc,disc,222.0,7.8,tubeless radial,5.0,680.0,used,delhi,blue,first,Common Rail Injection,,20.0,258.0,3400.0,620.0,2000.0,73.0,7,27397.515146406888,15.399015293626352,14.566813908377869,15.054494179738056,13.327129113968487,924,27,4969,101.96769735864508,191782.6060248482,0.105091649694501,4541109.474212659,330890.52578727994,['high_price_high_km'],1
a848df39-536a-44ff-8fc8-4bbe67e3aa43,wanowarie,2010,sedan,automatic,diesel,120000.0,0,[{'img': 'https://images10.gaadi.com/usedcar_image/original/used_car_2658393_1673143147.jpg?imwidth=640'}],5,False,mercedes-benz e-class e350 diesel,mercedes-benz,mercedes-benz e-class,e350 diesel,pune,1150000.0,0,dealer,partner,"['power steering', 'power windows front', 'air conditioner', 'heater', 'adjustable head lights', 'fog lights front', 'anti lock braking system', 'brake assist', 'cd player']","['power steering', 'power windows front', 'power windows rear', 'remote trunk opener', 'remote fuel lid opener', 'low fuel warning light', 'accessory power outlet', 'trunk light', 'vanity mirror', 'rear reading lamp', 'rear seat headrest', 'rear seat centre arm rest', 'height adjustable front seat belts', 'cup holders front', 'cup holders rear', 'seat lumbar support', 'multifunction steering wheel', 'cruise control', 'rear acvents']","['air conditioner', 'heater', 'adjustable steering', 'digital odometer', 'tachometer', 'electronic multi tripmeter', 'fabric upholstery', 'leather steering wheel', 'glove compartment', 'digital clock', 'outside temperature display', 'cigarette lighter']","['adjustable head lights', 'fog lights front', 'power adjustable exterior rear view mirror', 'electric folding rear view mirror', 'rain sensing wiper', 'rear window defogger', 'alloy wheels', 'integrated antenna', 'tinted glass', 'sun roof', 'moon roof', 'outside rear view mirror turn indicators']","['anti lock braking system', 'brake assist', 'centeral locking', 'power door locks', 'child safety locks', 'anti theft alarm', 'driver air bag', 'passenger air bag', 'side air bag front', 'side air bag rear', 'day night rear view mirror', 'passenger side rear view mirror', 'xenon headlamps', 'rear seat belts', 'seat belt warning', 'door ajar warning', 'side impact beams', 'front impact beams', 'vehicle stability control system', 'adjustable seats', 'keyless entry', 'centrally mounted fuel tank', 'engine immobilizer', 'engine check warning', 'tyre pressure monitor', 'crash sensor']",silver,diesel engine,6.0,4.0,,True,True,4868.0,1854.0,1471.0,2874.0,1585.0,1604.0,1732.0,2260.0,7 speed,rwd,5.0,power,5.65,ventilated disc,ventilated disc,250.0,6.2,tubeless radial,4.0,540.0,used,maharashtra,silver,first,,15.8,17.0,210.0,4000.0,490.0,1700.0,73.0,15,7999.994666670223,13.955273369904273,14.566813908377869,14.398560886525816,13.088104300808029,924,206,4821,218.50220862566803,119999.92000005336,0.1212471131639722,765865.4352802837,384134.5647197168,['high_price_high_km'],1
6f937923-cff9-4b59-b591-277d6da173f6,pune city,2012,sedan,automatic,diesel,103303.0,0,[{'img': 'https://images10.gaadi.com/usedcar_image/original/vcc_car_replace_bg_5859cf19-51b2-4796-b460-0c19cc8deb98_1669035_333_1672485201.jpg?imwidth=640'}],31,False,mercedes-benz s-class s 350 cdi,mercedes-benz,mercedes-benz s-class,s 350 cdi,pune,1360621.0,0,dealer,partner,"['power steering', 'power windows front', 'air conditioner', 'heater', 'adjustable head lights', 'fog lights front', 'anti lock braking system', 'brake assist', 'cd player']","['power steering', 'power windows front', 'power windows rear', 'air quality control', 'remote trunk opener', 'remote fuel lid opener', 'low fuel warning light', 'accessory power outlet', 'trunk light', 'vanity mirror', 'rear reading lamp', 'rear seat headrest', 'rear seat centre arm rest', 'height adjustable front seat belts', 'cup holders front', 'cup holders rear', 'seat lumbar support', 'multifunction steering wheel', 'cruise control', 'rear acvents']","['air conditioner', 'heater', 'adjustable steering', 'digital odometer', 'tachometer', 'electronic multi tripmeter', 'fabric upholstery', 'leather steering wheel', 'glove compartment', 'digital clock', 'outside temperature display', 'cigarette lighter']","['adjustable head lights', 'fog lights front', 'fog lights rear', 'power adjustable exterior rear view mirror', 'electric folding rear view mirror', 'rear window washer', 'rear window defogger', 'alloy wheels', 'integrated antenna', 'tinted glass', 'roof carrier', 'sun roof', 'moon roof', 'outside rear view mirror turn indicators']","['anti lock braking system', 'brake assist', 'centeral locking', 'power door locks', 'child safety locks', 'anti theft alarm', 'driver air bag', 'passenger air bag', 'side air bag front', 'side air bag rear', 'day night rear view mirror', 'passenger side rear view mirror', 'xenon headlamps', 'rear seat belts', 'seat belt warning', 'door ajar warning', 'side impact beams', 'front impact beams', 'vehicle stability control system', 'traction control', 'adjustable seats', 'keyless entry', 'engine immobilizer', 'engine check warning', 'tyre pressure monitor', 'crash sensor']",black,v-type engine,6.0,4.0,dohc,True,True,5226.0,1871.0,1479.0,3165.0,1600.0,1606.0,2000.0,2580.0,7 speed,rwd,5.0,power,5.1,ventilated disc,disc,250.0,5.4,tubeless radial,4.0,350.0,used,maharashtra,black,second,Common Rail Injection,17.7,17.0,282.0,4000.0,490.0,1600.0,73.0,13,7946.378502785767,14.123452506099431,14.566813908377869,14.685484636043746,13.088104300808029,924,59,4821,189.3685808089123,103302.92053621497,0.141,1680787.9406378043,320166.9406378034,['high_price_high_km'],1
